Heurist_ID,Name,Century,StartYR,EndYR,Modern name,Ancient Name Region
9292,Aurelios,3,222,235,Ravno Pole,Serdica
9346,Aurelios,3,212,217,Isperihovo,Philippopolis
9346,Aurelios,3,212,217,Isperihovo,Philippopolis
9376,Aurelios,3,221,222,Vrabnitsa,Serdica
9397,Aurelios,,,,Kostinbrod,Serdica
9403,Aurelios,3,222,231,Golyanovtsi,Serdica
9408,Aurelios,3,217,250,Maslovo,Serdica
9432,Aurelios,2|3,197,250,Dragoman,Serdica
9451,Aurelios,,,,Golemo Malovo,Serdica
9457,Aurelios,3,222,231,Gradine,Serdica
9527,Aurelios,,,,Plovdiv,Philippopolis
9532,Aurelios,2|3,189,211,Yunatsite,Philippopolis
9534,Aurelios,3,214,214,Yunatsite,Philippopolis
9571,Aurelios,,,,Golyam Dol - Varvara,Philipppopolis
9578,Aurelios,,,,Golyam Dol - Varvara,Philipppopolis
9658,Aurelios,2|3,161,249,Kyustendil,Pautalia
9658,Aurelios,2|3,161,249,Kyustendil,Pautalia
9684,Aurelios,,,,Plovdiv,Philippopolis
9703,Aurelios,3,222,231,Yoakim Gruevo,Philippopolis
9826,Aurelios,,,,Batkun,Philippopolis
9839,Aurelios,,,,Batkun,Philippopolis
9900,Aurelios,,,,Kyustendil,Pautalia
9910,Aurelios,,,,Batkun,Philippopolis
9925,Aurelios,,,,Batkun,Philippopolis
9926,Aurelios,,,,Batkun,Philippopolis
9930,Aurelios,,,,Batkun,Philippopolis
9963,Aurelios,,,,Batkun,Philippopolis
9976,Aurelios,,,,Batkun,Philippopolis
9986,Aurelios,,,,Kyustendil,Pautalia
10011,Aurelios,,,,Batkun,Philippopolis
10065,Aurelios,,,,Batkun,Philippopolis
10076,Aurelios,,,,Batkun,Philippopolis
10078,Aurelios,,,,Batkun,Philippopolis
10141,Aurelios,,,,Belashtitsa,Philippopolis
10196,Aurelios,,,,Batkun,Philippopolis
10198,Aurelios,,,,Batkun,Philippopolis
10217,Aurelios,,,,Batkun,Philippopolis
10237,Aurelios,,,,Patalenitsa,Philippopolis
10242,Aurelios,,,,Lyahovo,Philippopolis
10245,Aurelios,,,,Glavinitsa,Philippopolis
10266,Aurelios,,,,Kapitan Dimitrevo,Philippopolis
10303,Aurelios,,,,Sinitovo,Philippopolis
10372,Aurelios,,,,Kyustendil,Pautalia
10499,Aurelios,3,231,231,Daskalovo,Pautalia
10689,Aurelios,,,,Lilyach,Pautalia
10728,Aurelios,,,,Kamenik,Pautalia
10889,Aurelios,,,,Hisarya,Philippopolis
10889,Aurelios,,,,Hisarya,Philippopolis
10935,Aurelios,,,,Gorna Gradeshnitsa and Ilindentsi,Vallis Strimonis medii
10939,Aurelios,,,,Hisarya,Philippopolis
10988,Aurelios,2,197,198,Pevtsite,Philippopolis
11043,Aurelios,3,235,238,Cherna Gora,Philippopolis
11094,Aurelios,3,211,217,Sandanski,Vallis Strimonis medii
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11095,Aurelios,3,241,244,Cherna Gora,Philippopolis
11154,Aurelios,,,,Cherna Gora,Philippopolis
11160,Aurelios,,,,Cherna Gora,Philippopolis
11190,Aurelios,,,,Partizanin,Philippopolis
11195,Aurelios,,,,Partizanin,Philippopolis
11223,Aurelios,,,,Chirpan,Philippopolis
11343,Aurelios,,,,Laskarevo,Vallis Strimonis medii
11343,Aurelios,,,,Laskarevo,Vallis Strimonis medii
11425,Aurelios,2|3,176,222,Garmen (Gotse Delchev),Nicopolis ad Nestum
11491,Aurelios,3,221,221,Beljovo,Vallis Strimonis medii
11524,Aurelios,2|3,176,222,Garmen (Gotse Delchev),Nicopolis ad Nestum
11600,Aurelios,3,211,217,Malko Tarnovo,Anchialos
11600,Aurelios,3,211,217,Malko Tarnovo,Anchialos
11645,Aurelios,,,,Rogachevo,Dionysopolis
11650,Aurelios,,,,Garmen (Gotse Delchev),Nicopolis ad Nestum
11682,Aurelios,,,,Novo Leski,Nicopolis ad Nestum
11850,Aurelios,,,,Montana,Municipium Montanensium
11867,Aurelios,,,,Gorna Beshovitsa,Vicus Trullensium
11867,Aurelios,,,,Gorna Beshovitsa,Vicus Trullensium
11875,Aurelios,2,198,198,Nikyup,Nikopolis ad Istrum
11876,Aurelios,3,222,235,Nikyup,Nikopolis ad Istrum
11877,Aurelios,3,270,271,Nikyup,Nikopolis ad Istrum
11959,Aurelios,2,101,200,Veliko Tarnovo,Nikopolis ad Istrum
11959,Aurelios,2,101,200,Veliko Tarnovo,Nikopolis ad Istrum
11959,Aurelios,2,101,200,Veliko Tarnovo,Nikopolis ad Istrum
12022,Aurelios,3,222,235,Marmara Ereğlisi,Perinthos (Herakleia)
12027,Aurelios,2|3,100,300,Marmara Ereğlisi,Perinthos (Herakleia)
12027,Aurelios,2|3,100,300,Marmara Ereğlisi,Perinthos (Herakleia)
12032,Aurelios,3,200,300,Marmara Ereğlisi,Perinthos (Herakleia)
12390,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12437,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12448,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12448,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12448,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12449,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12474,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12474,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12476,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12496,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12497,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12562,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12563,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12566,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12567,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12568,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12569,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12570,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12570,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12571,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12572,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12573,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12573,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12573,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12573,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12574,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12574,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12619,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12634,Aurelios,,,,Daskalovo,Pautalia
12638,Aurelios,,,,Daskalovo,Pautalia
12642,Aurelios,,,,Daskalovo,Pautalia
12643,Aurelios,,,,Daskalovo,Pautalia
12662,Aurelios,,,,Daskalovo,Pautalia
12682,Aurelios,,,,Daskalovo,Pautalia
12684,Aurelios,,,,Daskalovo,Pautalia
12689,Aurelios,,,,Daskalovo,Pautalia
12690,Aurelios,,,,Daskalovo,Pautalia
12693,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12698,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12699,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12700,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12701,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12701,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12702,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12704,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12727,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12728,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12728,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12729,Aurelios,3,200,300,Marmara Ereğlisi,Perinthos (Herakleia)
12731,Aurelios,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12732,Aurelios,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12733,Aurelios,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12734,Aurelios,5,400,500,Marmara Ereğlisi,Perinthos (Herakleia)
12735,Aurelios,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12736,Aurelios,4|5,300,500,Marmara Ereğlisi,Perinthos (Herakleia)
12737,Aurelios,4|5,300,500,Marmara Ereğlisi,Perinthos (Herakleia)
12745,Aurelios,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12746,Aurelios,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12877,Aurelios,,,,Daskalovo,Pautalia
12877,Aurelios,,,,Daskalovo,Pautalia
12970,Aurelios,,,,Marmara Ereğlisi,Perinthos (Herakleia)
12991,Aurelios,2|3,200,300,Yenciftlik,Perinthos-Herakleia
13049,Aurelios,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13049,Aurelios,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13050,Aurelios,3|4|5,212,499,Unknown,
13052,Aurelios,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13053,Aurelios,3,212,300,Marmara Ereğlisi,Perinthos (Herakleia)
13054,Aurelios,3|4|5,212,499,Unknown,
13141,Aurelios,2|3,101,300,Rositsa,Nikopolis ad Istrum - Marcianopolis
13244,Aurelios,2,161,161,Devnya,Marcianopolis
13244,Aurelios,2,161,161,Devnya,Marcianopolis
13248,Aurelios,2,161,163,Devnya,Marcianopolis
13248,Aurelios,2,161,163,Devnya,Marcianopolis
13251,Aurelios,2,175,185,Devnya,Marcianopolis
13352,Aurelios,,,,Izgrev,Marcianopolis
13371,Aurelios,3,222,235,Plovdiv,Philippopolis
13406,Aurelios,,,,Plovdiv,Philippopolis
13416,Aurelios,3,200,250,Plovdiv,Philippopolis
13416,Aurelios,3,200,250,Plovdiv,Philippopolis
13456,Aurelios,,,,Augusta Traiana,Augusta Traiana
13459,Aurelios,,,,Augusta Traiana,Augusta Traiana
13461,Aurelios,,,,Augusta Traiana,Augusta Traiana
13512,Aurelios,2,163,164,Starozagorski bani,Augusta Traiana
13512,Aurelios,2,163,164,Starozagorski bani,Augusta Traiana
13517,Aurelios,3,212,222,Starozagorski bani,Augusta Traiana
13521,Aurelios,3,222,231,Castra Rubra,Augusta Traiana
13526,Aurelios,,,,Prileptsi,Augusta Traiana
13544,Aurelios,2|3,150,299,Kran,Augusta Traiana
13559,Aurelios,2|3,150,299,Kran,Augusta Traiana
13563,Aurelios,,,,Sliven,Augusta Traiana
13633,Aurelios,3,212,299,Slivnitsa,Serdica
13637,Aurelios,3,240,260,Slivnitsa,Serdica
13640,Aurelios,3,200,299,Slivnitsa,Serdica
13642,Aurelios,3,200,299,Slivnitsa,Serdica
13645,Aurelios,3,200,299,Slivnitsa,Serdica
13648,Aurelios,3,200,299,Slivnitsa,Serdica
13657,Aurelios,3,200,299,Slivnitsa,Serdica
13663,Aurelios,3,200,230,Slivnitsa,Serdica
13690,Aurelios,3,200,299,Slivnitsa,Serdica
13693,Aurelios,3,200,299,Slivnitsa,Serdica
13702,Aurelios,3,200,299,Slivnitsa,Serdica
13707,Aurelios,3,200,299,Slivnitsa,Serdica
13708,Aurelios,3,200,299,Slivnitsa,Serdica
13711,Aurelios,3,200,299,Slivnitsa,Serdica
13772,Aurelios,3,222,222,Gorna Gradeshnitsa and Ilindentsi,Vallis Strimonis medii
13772,Aurelios,3,222,222,Gorna Gradeshnitsa and Ilindentsi,Vallis Strimonis medii
13800,Aurelios,,,,Sandanski,Vallis Strimonis medii
13818,Aurelios,3,230,230,Sandanski,Vallis Strimonis medii
14159,Aurelios,3|4|5,212,499,Kadiköy,Selymbria
14348,Aurelios,2|3,100,299,Istanbul,Byzantion
14598,Aurelios,3,212,299,Eski Eregli,Salymbria
14815,Aurelios,3,212,299,Istanbul,Byzantion
14816,Aurelios,3,212,299,Istanbul,Byzantion
14816,Aurelios,3,212,299,Istanbul,Byzantion
14839,Aurelios,3,212,299,Istanbul,Byzantion
14839,Aurelios,3,212,299,Istanbul,Byzantion
14841,Aurelios,3,212,299,Istanbul,Byzantion
14844,Aurelios,3,212,299,Istanbul,Byzantion
14902,Aurelios,3,212,250,Büyükçekmece,Byzantion
15551,Aurelios,3,200,230,Kabile,Augusta Traiana
16020,Aurelios,3|4,212,399,Unknown,Vallis Strimonis medii
16020,Aurelios,3|4,212,399,Unknown,Vallis Strimonis medii
16020,Aurelios,3|4,212,399,Unknown,Vallis Strimonis medii
16028,Aurelios,3,220,240,Augusta Traiana,Augusta Traiana
16087,Aurelios,3,231,233,Gostilitsa,Discoduraterae
16115,Aurelios,2,187,187,Plovdiv,Philippopolis
16135,Aurelios,3,218,222,Plovdiv,Philippopolis
16140,Aurelios,3,235,238,Plovdiv,Philippopolis
16141,Aurelios,3,235,238,Plovdiv,Philippopolis
16200,Aurelios,3,212,299,Plovdiv,Philippopolis
16202,Aurelios,2,116,117,Plovdiv,Philippopolis
16204,Aurelios,3,250,251,Plovdiv,Philippopolis
16206,Aurelios,3,214,250,Plovdiv,Philippopolis
16206,Aurelios,3,214,250,Plovdiv,Philippopolis
16326,Aurelios,3,200,240,Sandanski,Vallis Strimonis medii
16359,Aurelios,3,200,230,Sandanski,Vallis Strimonis medii
16517,Aurelios,4,300,330,Stara Zagora,Augusta Traiana
16518,Aurelios,2|3,170,230,Stara Zagora,Augusta Traiana
16558,Aurelios,1|2|3,1,299,Mezdra,
16579,Aurelios,2|3,170,230,Stara Zagora,Augusta Traiana
2415,Aurelia,3,270,299,Abdera,Abdera
2471,Aurelia,3,200,299,Paradisos,Topeiros
2473,Aurelia,3,200,299,Paradisos,Topeiros
3148,Aurelia,3,200,299,Dioni,
3510,Aurelia,,,,Varna,Odessos
3662,Aurelia,,,,Varna,Odessos
3755,Aurelia,2|3,100,299,Varna,Odessos
6496,Aurelia,,,,Nikyup,Nikopolis ad Istrum
6496,Aurelia,,,,Nikyup,Nikopolis ad Istrum
7045,Aurelia,,,,Stara Zagora,Augusta Traiana
7413,Aurelia,,,,Pomorie,Anchilaos
9010,Aurelia,2,117,138,Serdica,Serdica
9527,Aurelia,,,,Plovdiv,Philippopolis
9986,Aurelia,,,,Kyustendil,Pautalia
10689,Aurelia,,,,Lilyach,Pautalia
10689,Aurelia,,,,Lilyach,Pautalia
10832,Aurelia,,,,Bolyartsi,Philippopolis
10964,Aurelia,,,,Gorna Gradeshnitsa and Ilindentsi,Vallis Strimonis medii
10966,Aurelia,,,,Gorna Gradeshnitsa and Ilindentsi,Vallis Strimonis medii
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11095,Aurelia,3,241,244,Cherna Gora,Philippopolis
11325,Aurelia,,,,Laskarevo,Vallis Strimonis medii
11650,Aurelia,,,,Garmen (Gotse Delchev),Nicopolis ad Nestum
11714,Aurelia,,,,Varna,Odessos
11796,Aurelia,4,300,350,Panitsovo,Mesambria
12437,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12437,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12448,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12474,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12474,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12475,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12497,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12497,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12562,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12562,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12563,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12563,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12564,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12565,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12565,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12567,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12569,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12570,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12571,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12574,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12575,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12618,Aurelia,3,241,241,Daskalovo,Pautalia
12619,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12698,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12699,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12701,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12703,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12726,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12728,Aurelia,3|4|5,212,499,Marmara Ereğlisi,Perinthos (Herakleia)
12732,Aurelia,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12735,Aurelia,4,300,400,Marmara Ereğlisi,Perinthos (Herakleia)
12991,Aurelia,2|3,200,300,Yenciftlik,Perinthos-Herakleia
13049,Aurelia,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13051,Aurelia,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13052,Aurelia,3|4|5,212,499,Uncertain (Turkey),Uncertain (Thrace)
13406,Aurelia,,,,Plovdiv,Philippopolis
13461,Aurelia,,,,Augusta Traiana,Augusta Traiana
13790,Aurelia,3,238,253,Kresna,Neine
14598,Aurelia,3,212,299,Eski Eregli,Salymbria
14814,Aurelia,3,212,299,Istanbul,Byzantion
14816,Aurelia,3,212,299,Istanbul,Byzantion
14839,Aurelia,3,212,299,Istanbul,Byzantion
14844,Aurelia,3,212,299,Istanbul,Byzantion
14902,Aurelia,3,212,250,Büyükçekmece,Byzantion
15532,Aurelia,3,200,299,Istanbul,Byzantion
16200,Aurelia,3,212,299,Plovdiv,Philippopolis
